id,type,urgency,status,assigned_machine,arrival_time,execution_time,energy_usage,start_time,completion_time,missed_time,deadline,extended_deadline
0,TT2,BESTEFFORT,COMPLETED,gpu-1,0.701,"{'cpu-1': 2.421, 'cpu-2': 8.507, 'gpu-1': 0.912}",86.64,0.701,1.613,inf,3.7010000000000005,5.2010000000000005
1,TT2,BESTEFFORT,COMPLETED,gpu-1,2.258,"{'cpu-1': 3.923, 'cpu-2': 1.939, 'gpu-1': 0.674}",64.03,2.258,2.932,inf,5.258,6.758
2,TT2,BESTEFFORT,XCOMPLETED,cpu-1,3.058,"{'cpu-1': 3.622, 'cpu-2': 4.028, 'gpu-1': 1.394}",162.99,3.058,6.68,inf,6.058,7.558
3,TT2,BESTEFFORT,COMPLETED,gpu-1,3.909,"{'cpu-1': 13.378, 'cpu-2': 4.239, 'gpu-1': 0.767}",72.865,3.909,4.676,inf,6.908999999999999,8.408999999999999
4,TT2,BESTEFFORT,COMPLETED,gpu-1,4.333,"{'cpu-1': 2.346, 'cpu-2': 5.572, 'gpu-1': 0.608}",57.76,4.676,5.284,inf,7.333,8.833
5,TT2,BESTEFFORT,XCOMPLETED,gpu-1,4.461,"{'cpu-1': 4.341, 'cpu-2': 4.098, 'gpu-1': 2.247}",213.46499999999997,5.284,7.531,inf,7.461,8.961
6,TT2,BESTEFFORT,MISSED,cpu-1,5.691,"{'cpu-1': 4.209, 'cpu-2': 3.297, 'gpu-1': 2.166}",157.99499999999998,6.68,inf,10.190999999999999,8.690999999999999,10.190999999999999
7,TT2,BESTEFFORT,MISSED,cpu-2,6.579,"{'cpu-1': 4.721, 'cpu-2': 6.133, 'gpu-1': 2.956}",202.50000000000003,6.579,inf,11.079,9.579,11.079
8,TT2,BESTEFFORT,COMPLETED,gpu-1,6.897,"{'cpu-1': 7.584, 'cpu-2': 10.557, 'gpu-1': 1.851}",175.845,7.531,9.382,inf,9.897,11.397
9,TT2,BESTEFFORT,MISSED,cpu-2,7.163,"{'cpu-1': 11.529, 'cpu-2': 8.906, 'gpu-1': 0.771}",26.279999999999983,11.079,inf,11.663,10.163,11.663
10,TT2,BESTEFFORT,COMPLETED,gpu-1,7.465,"{'cpu-1': 11.71, 'cpu-2': 2.296, 'gpu-1': 0.591}",56.144999999999996,9.382,9.972999999999999,inf,10.465,11.965
11,TT2,BESTEFFORT,XCOMPLETED,gpu-1,7.67,"{'cpu-1': 3.029, 'cpu-2': 9.123, 'gpu-1': 1.42}",134.9,9.972999999999999,11.392999999999999,inf,10.67,12.17
12,TT2,BESTEFFORT,XCOMPLETED,gpu-1,10.468,"{'cpu-1': 7.031, 'cpu-2': 7.372, 'gpu-1': 3.162}",300.39,11.392999999999999,14.555,inf,13.468,14.968
13,TT2,BESTEFFORT,MISSED,gpu-1,10.519,"{'cpu-1': 13.751, 'cpu-2': 4.612, 'gpu-1': 2.116}",44.08000000000004,14.555,inf,15.019,13.519,15.019
14,TT2,BESTEFFORT,MISSED,cpu-1,12.365,"{'cpu-1': 5.064, 'cpu-2': 2.794, 'gpu-1': 2.007}",202.50000000000009,12.365,inf,16.865000000000002,15.365000000000002,16.865000000000002
15,TT2,BESTEFFORT,MISSED,cpu-1,13.836,"{'cpu-1': 12.385, 'cpu-2': 8.387, 'gpu-1': 3.486}",66.19499999999985,16.865000000000002,inf,18.336,16.836,18.336
16,TT2,BESTEFFORT,COMPLETED,gpu-1,15.302,"{'cpu-1': 6.791, 'cpu-2': 2.762, 'gpu-1': 2.838}",269.61,15.302,18.14,inf,18.302,19.802
17,TT2,BESTEFFORT,XCOMPLETED,gpu-1,16.405,"{'cpu-1': 12.529, 'cpu-2': 6.228, 'gpu-1': 1.926}",182.97,18.14,20.066,inf,19.405,20.905
18,TT2,BESTEFFORT,XCOMPLETED,gpu-1,17.585,"{'cpu-1': 13.39, 'cpu-2': 1.641, 'gpu-1': 0.68}",64.60000000000001,20.066,20.746,inf,20.585,22.085
19,TT2,BESTEFFORT,COMPLETED,gpu-1,19.297,"{'cpu-1': 12.1, 'cpu-2': 11.641, 'gpu-1': 0.992}",94.24,20.746,21.738,inf,22.297,23.797
20,TT2,BESTEFFORT,COMPLETED,cpu-1,19.853,"{'cpu-1': 2.515, 'cpu-2': 12.035, 'gpu-1': 0.929}",113.17500000000001,19.853,22.368000000000002,inf,22.853,24.353
21,TT2,BESTEFFORT,COMPLETED,gpu-1,23.012,"{'cpu-1': 5.338, 'cpu-2': 4.32, 'gpu-1': 0.89}",84.55,23.012,23.902,inf,26.012,27.512
22,TT2,BESTEFFORT,MISSED,cpu-1,25.149,"{'cpu-1': 8.1, 'cpu-2': 1.81, 'gpu-1': 1.919}",202.5,25.149,inf,29.649,28.149,29.649
23,TT2,BESTEFFORT,MISSED,cpu-1,26.958,"{'cpu-1': 4.781, 'cpu-2': 1.967, 'gpu-1': 2.525}",81.40499999999989,29.649,inf,31.458,29.958,31.458
24,TT2,BESTEFFORT,COMPLETED,gpu-1,27.146,"{'cpu-1': 7.084, 'cpu-2': 3.855, 'gpu-1': 2.392}",227.23999999999998,27.146,29.538,inf,30.146,31.646
25,TT2,BESTEFFORT,XCOMPLETED,gpu-1,27.153,"{'cpu-1': 7.758, 'cpu-2': 2.802, 'gpu-1': 1.201}",114.09500000000001,29.538,30.739,inf,30.153,31.653
26,TT2,BESTEFFORT,MISSED,gpu-1,29.191,"{'cpu-1': 3.92, 'cpu-2': 5.698, 'gpu-1': 3.012}",280.44000000000017,30.739,inf,33.691,32.191,33.691
27,TT2,BESTEFFORT,MISSED,cpu-1,30.407,"{'cpu-1': 4.339, 'cpu-2': 13.9, 'gpu-1': 2.173}",155.20499999999993,31.458,inf,34.907,33.407,34.907
28,TT2,BESTEFFORT,MISSED,gpu-1,30.587,"{'cpu-1': 4.16, 'cpu-2': 7.266, 'gpu-1': 1.438}",132.62000000000006,33.691,inf,35.087,33.587,35.087
29,TT2,BESTEFFORT,MISSED,cpu-2,30.672,"{'cpu-1': 8.71, 'cpu-2': 7.377, 'gpu-1': 2.199}",202.49999999999983,30.672,inf,35.172,33.672,35.172
30,TT2,BESTEFFORT,MISSED,gpu-1,31.538,"{'cpu-1': 6.317, 'cpu-2': 1.807, 'gpu-1': 1.535}",90.34499999999937,35.087,inf,36.038,34.538,36.038
31,TT2,BESTEFFORT,CANCELLED,,31.976,"{'cpu-1': 2.421, 'cpu-2': 4.99, 'gpu-1': 0.614}",0.0,inf,inf,inf,34.976,36.476
32,TT2,BESTEFFORT,COMPLETED,gpu-1,36.356,"{'cpu-1': 5.18, 'cpu-2': 2.421, 'gpu-1': 0.656}",62.32,36.356,37.012,inf,39.356,40.856
33,TT2,BESTEFFORT,COMPLETED,cpu-1,36.469,"{'cpu-1': 1.76, 'cpu-2': 9.144, 'gpu-1': 0.973}",79.2,36.469,38.229,inf,39.469,40.969
34,TT2,BESTEFFORT,MISSED,cpu-2,36.685,"{'cpu-1': 2.271, 'cpu-2': 4.598, 'gpu-1': 0.941}",202.5,36.685,inf,41.185,39.685,41.185
35,TT2,BESTEFFORT,XCOMPLETED,cpu-1,37.553,"{'cpu-1': 2.881, 'cpu-2': 5.487, 'gpu-1': 1.255}",129.64499999999998,38.229,41.11,inf,40.553,42.053
36,TT2,BESTEFFORT,COMPLETED,gpu-1,37.742,"{'cpu-1': 3.284, 'cpu-2': 4.507, 'gpu-1': 1.924}",182.78,37.742,39.666,inf,40.742,42.242
37,TT2,BESTEFFORT,COMPLETED,gpu-1,38.213,"{'cpu-1': 4.033, 'cpu-2': 14.09, 'gpu-1': 1.124}",106.78000000000002,39.666,40.79,inf,41.213,42.713
38,TT2,BESTEFFORT,XCOMPLETED,gpu-1,38.226,"{'cpu-1': 6.228, 'cpu-2': 3.791, 'gpu-1': 1.189}",112.95500000000001,40.79,41.979,inf,41.226,42.726
39,TT2,BESTEFFORT,XCOMPLETED,gpu-1,38.879,"{'cpu-1': 4.972, 'cpu-2': 1.602, 'gpu-1': 1.176}",111.72,41.979,43.155,inf,41.879,43.379
40,TT2,BESTEFFORT,CANCELLED,,38.988,"{'cpu-1': 7.429, 'cpu-2': 3.368, 'gpu-1': 1.236}",0.0,inf,inf,inf,41.988,43.488
41,TT2,BESTEFFORT,CANCELLED,,39.653,"{'cpu-1': 2.153, 'cpu-2': 2.193, 'gpu-1': 3.015}",0.0,inf,inf,inf,42.653,44.153
42,TT2,BESTEFFORT,MISSED,gpu-1,40.053,"{'cpu-1': 3.046, 'cpu-2': 3.873, 'gpu-1': 1.452}",132.80999999999963,43.155,inf,44.553,43.053,44.553
43,TT2,BESTEFFORT,MISSED,gpu-1,40.213,"{'cpu-1': 3.297, 'cpu-2': 2.206, 'gpu-1': 0.748}",15.200000000000351,44.553,inf,44.713,43.213,44.713
44,TT2,BESTEFFORT,XCOMPLETED,gpu-1,41.442,"{'cpu-1': 3.858, 'cpu-2': 4.776, 'gpu-1': 1.229}",116.75500000000001,44.713,45.942,inf,44.442,45.942
45,TT2,BESTEFFORT,CANCELLED,,41.625,"{'cpu-1': 4.324, 'cpu-2': 3.654, 'gpu-1': 0.805}",0.0,inf,inf,inf,44.625,46.125
46,TT2,BESTEFFORT,XCOMPLETED,gpu-1,42.659,"{'cpu-1': 5.263, 'cpu-2': 7.011, 'gpu-1': 0.666}",63.27,45.942,46.608,inf,45.659,47.159
47,TT2,BESTEFFORT,COMPLETED,gpu-1,45.739,"{'cpu-1': 3.969, 'cpu-2': 11.024, 'gpu-1': 1.597}",151.715,46.608,48.205,inf,48.739,50.239
48,TT2,BESTEFFORT,XCOMPLETED,gpu-1,45.84,"{'cpu-1': 11.268, 'cpu-2': 5.1, 'gpu-1': 0.767}",72.865,48.205,48.972,inf,48.84,50.34
49,TT2,BESTEFFORT,XCOMPLETED,gpu-1,46.305,"{'cpu-1': 9.015, 'cpu-2': 5.708, 'gpu-1': 0.885}",84.075,48.972,49.857,inf,49.305,50.805
50,TT2,BESTEFFORT,COMPLETED,cpu-1,46.972,"{'cpu-1': 1.799, 'cpu-2': 3.626, 'gpu-1': 3.579}",80.955,46.972,48.771,inf,49.972,51.472
51,TT2,BESTEFFORT,MISSED,gpu-1,47.874,"{'cpu-1': 2.241, 'cpu-2': 8.783, 'gpu-1': 2.774}",239.1150000000003,49.857,inf,52.374,50.874,52.374
52,TT2,BESTEFFORT,MISSED,gpu-1,48.412,"{'cpu-1': 2.241, 'cpu-2': 4.085, 'gpu-1': 0.683}",51.10999999999969,52.374,inf,52.912,51.412,52.912
53,TT2,BESTEFFORT,MISSED,gpu-1,49.298,"{'cpu-1': 5.512, 'cpu-2': 13.011, 'gpu-1': 2.873}",84.17000000000027,52.912,inf,53.798,52.298,53.798
54,TT2,BESTEFFORT,MISSED,gpu-1,49.301,"{'cpu-1': 6.156, 'cpu-2': 3.21, 'gpu-1': 1.531}",0.2850000000000108,53.798,inf,53.801,52.301,53.801
55,TT2,BESTEFFORT,MISSED,cpu-1,51.557,"{'cpu-1': 5.327, 'cpu-2': 3.004, 'gpu-1': 0.896}",202.5,51.557,inf,56.057,54.557,56.057
56,TT2,BESTEFFORT,XCOMPLETED,gpu-1,52.647,"{'cpu-1': 12.36, 'cpu-2': 11.37, 'gpu-1': 2.56}",243.20000000000002,53.801,56.361000000000004,inf,55.647,57.147
57,TT2,BESTEFFORT,XCOMPLETED,gpu-1,55.042,"{'cpu-1': 12.463, 'cpu-2': 6.132, 'gpu-1': 2.182}",207.29,56.361000000000004,58.543000000000006,inf,58.042,59.542
58,TT2,BESTEFFORT,XCOMPLETED,gpu-1,55.061,"{'cpu-1': 4.373, 'cpu-2': 10.478, 'gpu-1': 0.733}",69.635,58.543000000000006,59.276,inf,58.061,59.561
59,TT2,BESTEFFORT,CANCELLED,,55.889,"{'cpu-1': 5.466, 'cpu-2': 4.524, 'gpu-1': 1.35}",0.0,inf,inf,inf,58.889,60.389
60,TT2,BESTEFFORT,MISSED,gpu-1,56.827,"{'cpu-1': 4.507, 'cpu-2': 9.818, 'gpu-1': 3.336}",194.84499999999952,59.276,inf,61.327,59.827,61.327
61,TT2,BESTEFFORT,CANCELLED,,57.331,"{'cpu-1': 3.029, 'cpu-2': 5.263, 'gpu-1': 1.663}",0.0,inf,inf,inf,60.331,61.831
62,TT2,BESTEFFORT,CANCELLED,,57.387,"{'cpu-1': 5.698, 'cpu-2': 3.029, 'gpu-1': 2.006}",0.0,inf,inf,inf,60.387,61.887
63,TT2,BESTEFFORT,XCOMPLETED,gpu-1,59.486,"{'cpu-1': 3.165, 'cpu-2': 9.003, 'gpu-1': 2.139}",203.20499999999998,61.327,63.466,inf,62.486,63.986
64,TT2,BESTEFFORT,COMPLETED,gpu-1,62.766,"{'cpu-1': 3.052, 'cpu-2': 5.388, 'gpu-1': 0.947}",89.96499999999999,63.466,64.413,inf,65.76599999999999,67.26599999999999
65,TT2,BESTEFFORT,MISSED,cpu-1,63.442,"{'cpu-1': 5.219, 'cpu-2': 3.176, 'gpu-1': 3.275}",202.5000000000003,63.442,inf,67.94200000000001,66.44200000000001,67.94200000000001
66,TT2,BESTEFFORT,MISSED,cpu-1,65.012,"{'cpu-1': 10.607, 'cpu-2': 2.819, 'gpu-1': 2.113}",70.6499999999997,67.94200000000001,inf,69.512,68.012,69.512
67,TT2,BESTEFFORT,COMPLETED,cpu-2,65.122,"{'cpu-1': 7.403, 'cpu-2': 2.172, 'gpu-1': 3.051}",97.74000000000001,65.122,67.294,inf,68.122,69.622
68,TT2,BESTEFFORT,COMPLETED,gpu-1,65.261,"{'cpu-1': 12.713, 'cpu-2': 6.126, 'gpu-1': 1.562}",148.39000000000001,65.261,66.823,inf,68.261,69.761
69,TT2,BESTEFFORT,COMPLETED,gpu-1,68.861,"{'cpu-1': 9.635, 'cpu-2': 3.223, 'gpu-1': 2.412}",229.14,68.861,71.27300000000001,inf,71.861,73.361
70,TT2,BESTEFFORT,MISSED,gpu-1,69.542,"{'cpu-1': 8.387, 'cpu-2': 11.718, 'gpu-1': 2.845}",263.05499999999915,71.27300000000001,inf,74.042,72.542,74.042
71,TT2,BESTEFFORT,XCOMPLETED,gpu-1,71.014,"{'cpu-1': 5.607, 'cpu-2': 4.524, 'gpu-1': 0.67}",63.650000000000006,74.042,74.712,inf,74.014,75.514
72,TT2,BESTEFFORT,COMPLETED,gpu-1,74.718,"{'cpu-1': 7.091, 'cpu-2': 1.81, 'gpu-1': 0.656}",62.32,74.718,75.37400000000001,inf,77.718,79.218
73,TT2,BESTEFFORT,COMPLETED,gpu-1,75.66,"{'cpu-1': 4.858, 'cpu-2': 12.475, 'gpu-1': 0.856}",81.32,75.66,76.51599999999999,inf,78.66,80.16
74,TT2,BESTEFFORT,COMPLETED,gpu-1,78.125,"{'cpu-1': 8.05, 'cpu-2': 3.949, 'gpu-1': 1.352}",128.44,78.125,79.477,inf,81.125,82.625
75,TT2,BESTEFFORT,COMPLETED,gpu-1,78.569,"{'cpu-1': 6.228, 'cpu-2': 3.295, 'gpu-1': 1.072}",101.84,79.477,80.549,inf,81.569,83.069
76,TT2,BESTEFFORT,COMPLETED,gpu-1,80.896,"{'cpu-1': 9.643, 'cpu-2': 11.928, 'gpu-1': 0.919}",87.305,80.896,81.815,inf,83.896,85.396
77,TT2,BESTEFFORT,COMPLETED,gpu-1,81.673,"{'cpu-1': 8.164, 'cpu-2': 2.197, 'gpu-1': 1.728}",164.16,81.815,83.54299999999999,inf,84.673,86.173
78,TT2,BESTEFFORT,COMPLETED,gpu-1,81.953,"{'cpu-1': 3.888, 'cpu-2': 10.601, 'gpu-1': 1.062}",100.89,83.54299999999999,84.60499999999999,inf,84.953,86.453
79,TT2,BESTEFFORT,XCOMPLETED,gpu-1,82.439,"{'cpu-1': 12.341, 'cpu-2': 6.932, 'gpu-1': 2.007}",190.66500000000002,84.60499999999999,86.612,inf,85.439,86.939
80,TT2,BESTEFFORT,XCOMPLETED,gpu-1,82.8,"{'cpu-1': 1.526, 'cpu-2': 1.408, 'gpu-1': 0.682}",64.79,86.612,87.294,inf,85.8,87.3
81,TT2,BESTEFFORT,XCOMPLETED,gpu-1,83.939,"{'cpu-1': 5.206, 'cpu-2': 4.76, 'gpu-1': 0.775}",73.625,87.294,88.069,inf,86.939,88.439
82,TT2,BESTEFFORT,MISSED,gpu-1,84.772,"{'cpu-1': 8.437, 'cpu-2': 7.573, 'gpu-1': 2.632}",114.28500000000028,88.069,inf,89.272,87.772,89.272
83,TT2,BESTEFFORT,XCOMPLETED,gpu-1,85.439,"{'cpu-1': 7.24, 'cpu-2': 5.68, 'gpu-1': 0.615}",58.425,89.272,89.887,inf,88.439,89.939
84,TT2,BESTEFFORT,MISSED,cpu-1,86.105,"{'cpu-1': 5.018, 'cpu-2': 12.424, 'gpu-1': 0.775}",202.5,86.105,inf,90.605,89.105,90.605
85,TT2,BESTEFFORT,CANCELLED,,86.452,"{'cpu-1': 4.115, 'cpu-2': 5.255, 'gpu-1': 1.117}",0.0,inf,inf,inf,89.452,90.952
86,TT2,BESTEFFORT,MISSED,cpu-2,86.883,"{'cpu-1': 3.029, 'cpu-2': 8.783, 'gpu-1': 1.754}",202.5,86.883,inf,91.383,89.883,91.383
87,TT2,BESTEFFORT,XCOMPLETED,gpu-1,87.148,"{'cpu-1': 11.928, 'cpu-2': 3.758, 'gpu-1': 1.399}",132.905,89.887,91.286,inf,90.148,91.648
88,TT2,BESTEFFORT,COMPLETED,gpu-1,90.382,"{'cpu-1': 8.099, 'cpu-2': 5.43, 'gpu-1': 1.541}",146.39499999999998,91.286,92.827,inf,93.382,94.882
89,TT2,BESTEFFORT,XCOMPLETED,gpu-1,90.635,"{'cpu-1': 2.843, 'cpu-2': 3.787, 'gpu-1': 1.46}",138.7,92.827,94.28699999999999,inf,93.635,95.135
90,TT2,BESTEFFORT,COMPLETED,cpu-1,91.902,"{'cpu-1': 2.767, 'cpu-2': 13.097, 'gpu-1': 1.062}",124.515,91.902,94.669,inf,94.902,96.402
91,TT2,BESTEFFORT,XCOMPLETED,gpu-1,92.204,"{'cpu-1': 4.013, 'cpu-2': 4.289, 'gpu-1': 1.587}",150.765,94.28699999999999,95.874,inf,95.204,96.704
92,TT2,BESTEFFORT,MISSED,cpu-1,92.554,"{'cpu-1': 2.928, 'cpu-2': 7.084, 'gpu-1': 1.253}",107.32500000000023,94.669,inf,97.054,95.554,97.054
93,TT2,BESTEFFORT,MISSED,cpu-1,93.843,"{'cpu-1': 3.263, 'cpu-2': 2.558, 'gpu-1': 1.131}",58.00500000000007,97.054,inf,98.343,96.843,98.343
94,TT2,BESTEFFORT,XCOMPLETED,cpu-2,94.206,"{'cpu-1': 10.478, 'cpu-2': 3.165, 'gpu-1': 1.641}",142.425,94.206,97.37100000000001,inf,97.206,98.706
95,TT2,BESTEFFORT,COMPLETED,gpu-1,94.938,"{'cpu-1': 5.302, 'cpu-2': 5.736, 'gpu-1': 1.075}",102.125,95.874,96.949,inf,97.938,99.438
96,TT2,BESTEFFORT,COMPLETED,gpu-1,95.999,"{'cpu-1': 12.036, 'cpu-2': 12.348, 'gpu-1': 1.135}",107.825,96.949,98.084,inf,98.999,100.499
97,TT2,BESTEFFORT,MISSED,gpu-1,96.19,"{'cpu-1': 6.772, 'cpu-2': 2.241, 'gpu-1': 2.779}",247.56999999999948,98.084,inf,100.69,99.19,100.69
98,TT2,BESTEFFORT,XCOMPLETED,cpu-2,96.24,"{'cpu-1': 8.374, 'cpu-2': 2.486, 'gpu-1': 1.22}",111.87,97.37100000000001,99.85700000000001,inf,99.24,100.74
99,TT2,BESTEFFORT,MISSED,gpu-1,97.948,"{'cpu-1': 1.591, 'cpu-2': 2.804, 'gpu-1': 2.379}",167.0099999999996,100.69,inf,102.448,100.948,102.448
